Job Code,Date Accessed,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Qualifications,Keyword,Reduced_Qualifications
821454200,2024-12-08,https://www.usajobs.gov/job/821454200,INFORMATION TECHNOLOGY SPECIALIST (Senior IT Data Specialist),Department of the Treasury,GS 14,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,14,No,Not Required,No,122198,191900,"Qualifications
You must meet the following requirements by the closing date of this announcement.

Specialized Experience: For the GS-14: You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-13 grade level in the Federal service. Specialized experience for this position is defined as:
- Conducting information technology tasks using SAS templates, maps, writing SAS applications IBM mainframe programming using JCL, DB2, Assembler, or technology tasks using SPF.


In addition to meeting specialized experience, applicants must also show proficiency in 1) attention to detail, 2) customer service, 3) oral communication, and 4) problem solving.


Time-in-Grade: In addition to the above requirements, you must meet the following time-in-grade requirement, if applicable:
For the GS-14, you must have been at the GS-13level for 52 weeks.

Time After Competitive Appointment: Candidates who are current Federal employees serving on a non-temporary competitive appointment must have served at least three months in that appointment.","Data Analyst, Data Engineer, Data Scientist",
821458100,2024-12-08,https://www.usajobs.gov/job/821458100,INFORMATION TECHNOLOGY SPECIALIST (Senior IT Data Specialist),Department of the Treasury,GS 14,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,14,No,Not Required,No,122198,191900,"Qualifications
You must meet the following requirements by the closing date of this announcement.

Specialized Experience: For the GS-14: You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-13 grade level in the Federal service. Specialized experience for this position is defined as:
- Conducting information technology tasks using SAS templates, maps, writing SAS applications IBM mainframe programming using JCL, DB2, Assembler, or technology tasks using SPF.


In addition to meeting specialized experience, applicants must also show proficiency in 1) attention to detail, 2) customer service, 3) oral communication, and 4) problem solving.","Data Analyst, Data Engineer, Data Scientist",
821522600,2024-12-08,https://www.usajobs.gov/job/821522600,IT PROG MGR (DATAMGT) (DATASCI),Department of Health and Human Services,GS 13,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,13,No,Not Required,No,117962,153354,"Qualifications
ALL QUALIFICATION REQUIREMENTS MUST BE MET BY THE CLOSING DATE OF THIS ANNOUNCEMENT. Your resume must include detailed information as it relates to the responsibilities and specialized experience for this position. Evidence of copying and pasting directly from the vacancy announcement without clearly documenting supplemental information to describe your experience will result in an ineligible rating. This will prevent you from receiving further consideration.

I have IT-related experience, demonstrated by paid or unpaid experience obtained in either the private or public sector and/or completion of specific, intensive training that demonstrates that I possess each of the following four competencies:

(1) Attention to Detail - Is thorough when performing work and conscientious about attending to detail.

(2) Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services.

(3) Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.

(4) Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations.

In order to qualify for the GS-13, you must meet the following: You must demonstrate in your resume at least one year (52 weeks) of qualifying specialized experience equivalent to the GS-12 grade level in the Federal government, obtained in either the private or public sector, to include: 1) Maintaining a large-scale data warehouse platform; 2) Developing Information Technology (IT) project plans related to system designs and updates; 3) Tracking IT project plans in healthcare; and 4) Performing advanced analytics such as Data Science, Artificial Intelligence (AI) or Machine Learning (ML) work.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Click the following link to view the occupational questionnaire: https://apply.usastaffing.gov/ViewQuestionnaire/12622091","Data Analyst, Data Engineer, Data Scientist",
821576300,2024-12-08,https://www.usajobs.gov/job/821576300,Epidemiologist (Data Scientist),Department of Health and Human Services,GS 11 - 12,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,12,No,Not Required,No,76671,119463,"Qualifications
All qualification requirements must be met by the closing date of the announcement.

Basic Qualifications:
Bachelor's or graduate/higher level degree: major study in an academic field related to the medical field, health sciences or allied sciences appropriate to the work of the position. This degree must be from an educational program from an accrediting body recognized by the U.S. Department of Education at the time the degree was obtained.

Minimum Qualifications:

GS-11
To qualify at the GS-11 grade level, you must have at least one year of specialized experience at or equivalent to the GS-09 grade level, which must include the following experience: assisting with epidemiological studies and disease data surveillance used to inform public health programs and policies. OR
3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree
OR
Combination of experience and education: Have a combination of specialized experience and graduate level education that meets 100% of the qualification requirements for this position.

GS-12
To qualify at the GS-12 grade level, you must have at least one year of specialized experience at or equivalent to the GS-11 grade level, which must include the following experience: conducting epidemiological studies and disease data surveillance used to inform public health programs and policies.


Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.","Data Analyst, Data Engineer, Data Scientist",
821576700,2024-12-08,https://www.usajobs.gov/job/821576700,Epidemiologist (Data Scientist),Department of Health and Human Services,GS 11 - 12,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,12,No,Not Required,No,76671,119463,"Qualifications
All qualification requirements must be met by the closing date of the announcement.

Basic Qualifications:
Bachelor's or graduate/higher level degree: major study in an academic field related to the medical field, health sciences or allied sciences appropriate to the work of the position. This degree must be from an educational program from an accrediting body recognized by the U.S. Department of Education at the time the degree was obtained.

Minimum Qualifications:

GS-11
To qualify at the GS-11 grade level, you must have at least one year of specialized experience at or equivalent to the GS-09 grade level, which must include the following experience: assisting with epidemiological studies and disease data surveillance used to inform public health programs and policies. OR
3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree
OR
Combination of experience and education: Have a combination of specialized experience and graduate level education that meets 100% of the qualification requirements for this position.

GS-12
To qualify at the GS-12 grade level, you must have at least one year of specialized experience at or equivalent to the GS-11 grade level, which must include the following experience: conducting epidemiological studies and disease data surveillance used to inform public health programs and policies

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.","Data Analyst, Data Engineer, Data Scientist",
821630600,2024-12-08,https://www.usajobs.gov/job/821630600,ENGINEERING DATA MANAGEMENT SPECIALIST,Department of the Navy,DS 2 - 3,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,4,No,Secret,No,46020,99821,"Qualifications
DS-03:
Your resume must demonstrate at least one year of specialized experience at or equivalent to the DS-02 pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate some or all of the following: 1) Assisting in developing, documenting, and implementing processes; 2) Assisting in evaluating and reporting on contractor configuration and data management systems; 3) Working knowledge of configuration management processes, procedures, products, and tools; 4) Using software programs for managing technical data products and maintaining accurate records.

DS-02:
Your resume must demonstrate at least three years of general experience that includes one year of experience equivalent to the DS-01 pay band in the federal service or equivalent experience in the private or public sector. Experience must demonstrate some or all of the following: 1) Analyzing problems to identify significant factors, gathering pertinent data, and recognizing solutions; 2) Collecting and organizing data used in project management efforts; 3) Communicating professionally and promptly; 4) Using Microsoft Office applications such as Outlook, Word, Excel, PowerPoint.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment.","Data Analyst, Data Engineer, Data Scientist",
821642200,2024-12-08,https://www.usajobs.gov/job/821642200,Supervisory Interdisciplinary/Data Scientist,Department of the Interior,GS 13,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,None,Yes,Not Required,No,103409,134435,"Qualifications
Definitions:

EXPERIENCE: One year of work experience is twelve months working full-time (at least 35-40 hours per week). Part-time experience can be pro-rated (i.e., a year at 20 hours per week is credited as 6 months of experience). If your position consisted of mixed duties, experience credit is given for the percentage of time that you spent on qualifying duties (i.e., if you held a position for 2 years, full-time, consisting of 25% personnel work and 75% budget work, and then applied for a budget position you could calculate your experience as follows: 2 yrs = 24 months. 24 months x 75% [percentage of time spent on budget duties] = 18 months of qualifying experience.)

UNDERGRADUATE EDUCATION: A year of undergraduate education is 30 semester hours, 45 quarter hours or the equivalent of college study. This education must have been obtained in an accredited college or university for which high school graduation or the equivalent was a prerequisite.

GRADUATE EDUCATION: In the absence of specific graduate program information, a year of graduate education is 18 semester hours or 27 quarter hours of graduate level college course work, or the number of credit hours the school attended has determined to represent 1 year of full time study. This education must have been obtained in an accredited college or university.

BASIC EDUCATION REQUIREMENT FOR BIOLOGIST, GS-0401

Applicants must meet A or B below to satisfy the basic education requirement for Biologist, all grade levels.

A. Degree in biological sciences, agriculture, natural resource management, chemistry, or related disciplines appropriate to the position.

**OR

B. Combination of education and experience--courses equivalent to a major, as shown in A above (24 semester hours or the equivalent in biological sciences, agriculture, natural resource management, chemistry, or related disciplines appropriate to the position), plus appropriate experience and/or additional education for a total of 4 years. The education or combined education and experience must be comparable in type, scope and thoroughness to that acquired through successful completion of a 4-year course of study as described in ""A"" above. (CLICK HERE FOR DETAILS ON HOW TO COMBINE EDUCATION AND EXPERIENCE)


BASIC EDUCATION REQUIREMENT FOR PHYSICAL SCIENTIST, GS-1301

Applicants must meet A or B below to satisfy the basic education requirement for Physical Scientist, all grade levels.

A. Successful completion of a full 4-year course of study in an accredited college or university leading to a bachelor's or higher degree in physical science, engineering, or mathematics that included 24 semester hours or the equivalent in physical science and/or related engineering science such as mechanics, dynamics, properties of materials, and electronics.

**OR

B. A combination of education and experience--education equivalent to one of the majors shown in ""A"" above (24 semester hours or the equivalent in physical science, engineering, or mathematics) that included at least 24 semester hours or the equivalent in physical science and/or related engineering science as described above, plus appropriate experience and/or additional education for a total of 4 years. The education or combined education and experience must be comparable in type, scope and thoroughness to that acquired through successful completion of a 4-year course of study as described in ""A"" above. (CLICK HERE FOR DETAILS ON HOW TO COMBINE EDUCATION AND EXPERIENCE)

BASIC EDUCATION REQUIREMENT FOR GEOGRAPHER, GS-0150

Applicants must meet A or B below to satisfy the basic education requirement for Geographer, all grade levels.

Degree in geography; or related physical or social science such as geology, meteorology, economics, statistics, sociology, anthropology, political science, history, cartography, computer science, urban studies, or planning that included at least 24 semester hours in geography or related fields.
A combination of education and experience-- courses equivalent to a major in geography, or a related field that included at least 24 semesters hours in geography or related fields, as shown in ""A"" above, plus appropriate experience and/or additional education. The education or combined education and experience must be comparable in type, scope and thoroughness to that acquired through successful completion of a 4-year course of study as described in ""A"" above. (CLICK HERE FOR DETAILS ON HOW TO COMBINE EDUCATION AND EXPERIENCE)
For GS-13:

In addition to the basic education requirements as stated above, applicants must have one year of specialized experience at or equal to the next lower grade level.

Examples of GS-12 level work may include:
Responsible for implementing data management, data management policies and procedures, communicating scientific results and activities, and preserving and providing access to scientific data in compliance with community standards, bureau, Departmental, and government policies.
Leads in managing, preserving, and providing scientific data collections guidance.
Implements new or significantly modified data and records management techniques, methods, or policies.
Provides advisory, planning, and review services and represents as an authoritative source for other scientists.
You must meet all qualification and eligibility requirements for the position by the closing date of the announcement.","Data Analyst, Data Engineer, Data Scientist",
821674800,2024-12-08,https://www.usajobs.gov/job/821674800,Data Scientist (Agency Employees Only),Nuclear Regulatory Commission,GG 14,No,Yes,Not Required,Yes,Permanent,Full-time,Excepted,14,No,L Access Authorization,Yes,139395,181216,"Qualifications

In order to qualify for this position, you must have at least one year of specialized experience at the next lower grade level in the Federal service (GG-13) or equivalent experience in the private or public sector. 

The ideal candidate will be able to demonstrate the following:

1. Demonstrated knowledge of and experience in developing data analytics/science related products (e.g. machine learning, natural language processing, robotics process automation, and artificial intelligence) and applied programming or data manipulation with a programing language (e.g., Python; R; SQL; or equivalent) to analyze large volumes of data to build and enhance products, processes, and systems. Demonstrated knowledge and experience in identifying problematic issues and reporting discrepancies and providing appropriate recommendations to leadership.

2. Demonstrated ability to establish and maintain effective work relationships with peers, management, and personnel of other U.S. government agencies, equivalent industry organizations, or international organizations.

3. Demonstrated effectively ability to communicate technical information, ideas, and advice in a clear, concise, and logical manner, both orally and in writing, with colleagues, subordinates, NRC management in headquarters or regions, ACRS, the Commission, members of the public, international organizations, representatives of professional groups or other Federal or State agencies.

4. Knowledge of regulatory programs, policies, guidance, and support activities.

Specialized experience is defined as: Experience overseeing and participating in the assessment and documentation of current state business processes and data/technical architectures, future state business processes and data/technical architectures, gap analyses and the development of recommendations for business process and data/technical architecture improvements, and translation of business needs into data/technical requirements. Overseeing and participating in teams to achieve business outcomes by leveraging staff and/or contract resources with junior-to-advanced proficiency in data mining/data analysis methods, modeling, mathematics, statistics, programming languages (e.g., SQL, Python, R), web-based application development (e.g., JavaScript, Java, Python, C/C++, R/Shiny apps), and business intelligence platforms (e.g., Tableau, SharePoint, PowerBI), and demonstrating intermediate-to-advanced knowledge of artificial intelligence capabilities for intelligent automation, knowledge discovery, conversational UIs and/or content generation.","Data Analyst, Data Engineer, Data Scientist",
821684100,2024-12-08,https://www.usajobs.gov/job/821684100,IT SPECIALIST (DATAMGT),Department of the Navy,GS 12,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,None,No,Secret,No,88659,115253,"Qualifications
Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-11 grade level or pay band in the Federal service or equivalent experience in the private or public sector with knowledge of Microsoft Power Platform and other Database Management Systems (DBMS) to support various projects and initiatives. Specialized experience must demonstrate the following: 1) Designing the data model for Power Platform solutions including relationship behaviors and determining when to connect to external data versus import data; 2) Designing integrations including collaboration suite integration and integration with third-party systems; 3) Designing the security model for Power Platform solutions, including team structure, security roles, and column and row level security; 4) Validating the solution design for Power Platform solutions, including validating and implementing designs, reviewing security, and assessing performance and impact on resources; 5) Identifying and resolving potential and actual performance issues and providing options to resolve data mitigation issues.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment.","Data Analyst, Data Engineer, Data Scientist",
821716200,2024-12-08,https://www.usajobs.gov/job/821716200,"Electronics Engineer, AST, Data Hardware Systems (Direct Hire)",National Aeronautics and Space Administration,GS 12 - 13,No,Yes,<= 25%,No,Term - Not to exceed 2 years with the option to extend to a maximum of 10 years.,Full-time,Competitive,13,No,Secret,Yes,101121,156323,"Qualifications
In addition to theBasic Education Requirement(in the Education section below), to qualify for this position you must meet the requirements below. Specialized experience is experience that has equipped you with the particular ability, skill, and knowledge to successfully perform the duties of this position and is typically in or related to this line of work.

NASA utilizes OPM-approved qualification and rating requirements specific for Aerospace Technology (AST) positions which recognizes NASA's unique aerospace work. The specific qualifications and minimum education requirements are further described below and within the education section of the job announcement.

To qualify for GS-12, you must have one year of directly related specialized experience equivalent to theGS-11 level:
Analyzing data using a variety of tools (e.g., FLIDAS, Matlab, Python);
Utilizing software (e.g., IADS or similar) to visualize data;
Applying systems engineering principles and practices to support the development, design, or testing of electronic engineering systems.
To qualify for GS-13, you must have one year of directly related specialized experience equivalent to theGS-12 level:
Developing analytical tools and analyzing data using a variety of tools and innovative methods (e.g., FLIDAS, Matlab, Python);
Designing and utilizing software (e.g., IADS or similar) to visualize data;
Developing, designing, or testing electronic engineering systems using a systems engineering approach.
Your resume must include a clear and detailed narrative description, in your own words, of how you meet the required specialized experience.Experience statements copied from a position description, vacancy announcement or other reference material constitutes plagiarism and may result in disqualification and losing consideration for the job. NASA prohibits the use of artificial intelligence (AI) or AI-assisted tool in drafting application and assessment responses. Please visithttps://www.nasa.gov/careers/how-to-apply/#Artificial-Intelligenceto review NASA's guidance on the use of AI tools during the application process.","Data Analyst, Data Engineer, Data Scientist",
821724400,2024-12-08,https://www.usajobs.gov/job/821724400,"Chief, Resolution Data Management Section, CM-0301-00",Federal Deposit Insurance Corporation,CM 00,No,Yes,<= 25%,Yes,Permanent,Full-time,Competitive,CM,Yes,Not Required,No,160973,275000,"Qualifications

To meet the minimum qualifications, applicants must possess the leadership and technical experiences listed below. These qualifications would typically be gained through serving in roles that require managing projects/teams or guiding the technical work of others.

Qualifying experience may be obtained in the private or public sector. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic, religious/spiritual; community; student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

MINIMUM QUALIFICATIONS: All applicants must submit a resume that addresses each minimum qualification experience. Examples should be clear, concise, and emphasize your level of responsibilities; the scope and complexity of the programs, activities, or services you managed; program accomplishments; policy initiatives undertook; level of contacts; the sensitivity and criticality of the issues you addressed; and the results of your actions. You should use action-oriented leadership words to describe your experience and accomplishments and quantify your experience wherever possible to demonstrate your accomplishments (e.g., number of employees supervised).

Leadership Experience: Experience in leading and coordinating projects, including establishing expectations, reviewing work products/services, monitoring progress, and providing guidance and feedback to team members.

Technical Experience: Experience in planning, implementing, and directing institution technical and operational closing and post-closing resolution strategies, data mining projects, and other IT projects to facilitate effective receivership and/or resolution operations.","Data Analyst, Data Engineer, Data Scientist",
821752900,2024-12-08,https://www.usajobs.gov/job/821752900,GENERAL ENGINEER/ OPS RESEARCH ANALYST/ COMPUTER SCIENTIST,Department of the Air Force,GG 13,No,Yes,<= 25%,No,Permanent,Full-time,Excepted,None,No,Other,Yes,129239,176632,"Qualifications
COE Con'd
This position has been designated as an acquisition position. Accordingly, the incumbent is expected to meet or be capable of meeting, Defense Acquisition Work Improvement Act (DA WIA) requirements applicable to the position. In addition, the employee is expected to meet continuing acquisition education requirements. The Acquisition Position Career Category (APCC) of the position is T-Test and Evaluation (T&E) and the Acquisition Career Level Required is 2 - Intermediate Level II. Employee is expected to meet Continuing Acquisition Education requirements.

In order to qualify, you must meet the specialized experience requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Professional and Scientific Positions

BASIC REQUIREMENT OR INDIVIDUAL OCCUPATIONAL REQUIREMENT:

In addition to meeting the basic requirement above, to qualify for this position you must also meet the qualification requirements listed below:

General Engineer, 801
A. Degree: Engineering. To be acceptable, the program must:
(1) lead to a bachelor's degree in a school of engineering with at least one program accredited by ABET; or
(2) include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics.

OR

B. Combination of education and experience -- college-level education, training, and/or technical experience that furnished (1) a thorough knowledge of the physical and mathematical sciences underlying engineering, and
(2) a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. The adequacy of such background must be demonstrated by one of the following:
1. Professional registration or licensure -- Current registration as an Engineer Intern (EI), Engineer in Training (EIT)1 , or licensure as a Professional Engineer (PE) by any State, the District of Columbia, Guam, or Puerto Rico. Absent other means of qualifying under this standard, those applicants who achieved such registration by means other than written test (e.g., State grandfather or eminence provisions) are eligible only for positions that are within or closely related to the specialty field of their registration. For example, an applicant who attains registration through a State Board's eminence provision as a manufacturing engineer typically would be rated eligible only for manufacturing engineering positions.
2. Written Test -- Evidence of having successfully passed the Fundamentals of Engineering (FE)2 examination or any other written test required for professional 1 For more information about EI and EIT registration requirements, please visit the National Society of Professional Engineers website at:http://www.nspe.org.2The FE examination is not administered by the U. S. Office of Personnel Management. For more information, please visit:http://www.nspe.org/Licensure/HowtoGetLicensed/index.html. 2registrations by an engineering licensure board in the various States, the District of Columbia, Guam, and Puerto Rico.
3. Specified academic courses -- Successful completion of at least 60 semester hours of courses in the physical, mathematical, and engineering sciences and that included the courses specified in the basic requirements under paragraph A. The courses must be fully acceptable toward meeting the requirements of an engineering program as described in paragraph A.
4. Related curriculum -- Successful completion of a curriculum leading to a bachelor's degree in an appropriate scientific field, e.g., engineering technology, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology, may be accepted in lieu of a bachelor's degree in engineering, provided the applicant has had at least 1 year of professional engineering experience acquired under professional engineering supervision and guidance. Ordinarily there should be either an established plan of intensive training to develop professional engineering competence, or several years of prior professional engineering-type experience, e.g., in interdisciplinary positions. (The above examples of related curricula are not all-inclusive.)


Operations Research Analyst, 1515
Degree: in operations research; or at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college-level mathematics or statistics. At least 3 of the 24 semester hours must have been in calculus.
Evaluation of Education:

The primary requirement of operations research work is competence in the rigorous methods of scientific inquiry and analysis rather than in the subject matter of the problem. Therefore, applicants should have sufficient knowledge of applied mathematics to understand and use the fundamental concepts and techniques of operations research methods of analysis. In addition, some positions may require knowledge of a specific subject area.

Courses acceptable for qualifying for operations research positions may have been taken in departments other than Operations Research, e.g., Engineering (usually Industrial Engineering), Science, Economics, Mathematics, Statistics, or Management Science.



Computer Scientist, 1550
Bachelor's degree in computer scienceorbachelor's degree with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus. All academic degrees and course work must be from accredited or pre-accredited institutions.
Evaluation of Education:

Applicants should have sufficient knowledge to understand the fundamental concepts and techniques of computer science. Courses designed to provide an introduction to computer science techniques and methodologies, to problems of system design, and to other specialized fields are acceptable. Courses or experience in teaching elementary, business, or shop mathematics are not acceptable.



EXPERIENCE REQUIRED:Your resume must reflect the quality level of experience which demonstrates the possession of the knowledge, skills, abilities, and competencies necessary for successful job performance required for this position. Examples of creditable experience include: Working knowledge of electronics engineering, computer engineering or computer scientist with in-depth knowledge of a wide range of concepts, principles, & practices in telecommunications protocols, networks & systems, such as would be gained through experience and applying this knowledge to difficult & complex work assignments.


KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas:
1. Extensive knowledge of a broad range of Cyber, C4ISR, and weapons systems test techniques and possession of analytical abilities.
2. Extensive skill to negotiate and/or defend findings and program support concepts.
3. Substantial ability to lead test teams; originate new ideas, projects and methodologies; and support the execution of test projects and/or studies within established financial and/or time constraints.
4. Impeccable communication skills both orally and in writing; negotiates complex issues; and maintains good working relations.","Data Analyst, Data Engineer, Data Scientist",
821770000,2024-12-08,https://www.usajobs.gov/job/821770000,IT SPECIALIST (DATAMGT/SYSANALYSIS),Department of the Air Force,GS 14,No,Yes,<= 25%,Yes,Permanent,Full-time,Competitive,14,No,Sensitive Compartmented Information,Yes,123370,160383,"Qualifications
In order to qualify, you must meet the specialized experience requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Administrative and Management Positions.

SPECIALIZED EXPERIENCE: Applicants must have at least one (1) year of specialized experience that equipped the applicant with the knowledge, skills, and abilities (KSAs) to successfully perform the duties of the position, and that is typically in or related to the position to be filled. To be creditable, the specialized experience must have been at the GS-13 (or higher) level or equivalent under other pay systems in the federal service.

FEDERAL TIME-IN-GRADE (TIG) REQUIREMENT FOR GENERAL SCHEDULE (GS) POSITIONS: Applicants must have served at least 52 weeks at the GS-13 or higher grade (or equivalent in an alternate pay system) within the Federal Civil Service to be considered for referral. TIG applies if you are in a current GS position or held a GS position within the previous 52 weeks.

KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas:

1. Expert knowledge of multiple IT disciplines, life-cycle processes, integration and interoperability, design operations and configuration, facilities, practices the methodology across the government, private industry and academia to properly interpret, apply and develop policy and procedures, new theories, concepts, principles, standards and methods in a variety of specialty areas.

2. Expert knowledge of IT security policies and practices including risk mitigation to minimize the commands exposure to risk from untrusted entities attempting to compromise data maintenance, storage and disposal.

3. Expert knowledge of highly complex cyberspace, information technology and data management activities.

4. Comprehensive knowledge of a wide range of IT principles and systems analysis concepts and techniques, new and emerging information technologies, security methods and principles, and customers' business processes operations to anticipate and refine functional requirements.

5. Comprehensive knowledge of user techniques and IT methodologies so that analysis can be performed in accordance with corporate information management approaches to business process improvements/reengineering.

6. Comprehensive knowledge of advanced data concepts, database backup and recovery, data security.

7. Comprehensive knowledge, insight, and understanding of business intelligence capabilities and processes that are needed for making sound decisions in the context of the organizational authorities and responsibilities; ability to apply this knowledge appropriately to diverse situations.

8. Ability to plan, organize, direct, and lead the functions and staff of a branch and/or study team tasked to originate
new ideas, projects, and methodologies.

9. Ability to communicate effectively, both orally and in writing; negotiate complex and/or sensitive issues; and
maintain good working relations.

PART-TIME OR UNPAID EXPERIENCE: Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week.

VOLUNTEER WORK EXPERIENCE: Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","Data Analyst, Data Engineer, Data Scientist",
