Job Code,Date Accessed,Keyword,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Qualifications
822710600,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822710600,IT Specialist (DATAMGT),Department of Commerce,GS 13,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Competitive,13,No,Not Required,No,117962,153354,"Qualifications
You must meet the United States Office of Personnel Management's (OPM) qualification requirements (including specialized experience and/or educational requirements) for the advertised position. You must meet all eligibility and qualifications requirements by the closing date of the job announcement. OPM Qualifications Standards are available atInformation Technology (IT) Management Series 2210 (Alternative A).

Specialized Experienceis experience that has equipped applicants with the particular knowledge, skills and abilities to successfully perform the duties of the position, and that is typically in or related to the position to be filled. To be creditable, specialized experience must have been equivalent to at least the next lower grade level in the federal service. For this position, the next lower grade level is aGS-12.

Specialized experience for this GS-13 position includes:
Performing a variety of duties that involves production data services, product management, and other data related services, e.g., data management, data maintenance, and data dissemination, etc.
Providing operation and maintenance services that include monitoring, verifying, and corroborating the authenticity, integrity, accuracy and completeness of text, image and meta-data.
Experience advising management and senior leaders regarding production services, as well as specific Information Technology (IT) programs, initiatives, and problems related to data validation and verification.

The incumbent must possess the following Information Technology related experience demonstrating each of the four competencies listed below:
Attention to Detail - Is thorough when performing work and conscientious about attending to detail.
Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services.
Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.
Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience."
821886500,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821886500,RESEARCH DATA AND COMMUNICATION SPECIALIST,Department of the Navy,GS 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Confidential,No,74642,97034,"Qualifications
Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-07 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: 1) Producing print and electronic publications in accordance with direction and fulfillment of user needs; 2) Monitoring website to ensure operability and compliance with regulations; and 3) Troubleshooting database issues to develop solution to problem.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
822462900,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822462900,Tax Analyst,Department of the Treasury,GS 9 - 11,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Competitive,13,No,Not Required,No,59966,117400,"Qualifications

Federal experience is not required. The experience may have been gained in the public sector, private sector or Volunteer Service. One year of experience refers to full-time work; part-time work is considered on a prorated basis. To ensure full credit for your work experience, please indicate dates of employment by month/year, and indicate number of hours worked per week, on your resume.

You must meet the following requirements by the closing date of this announcement:

SPECIALIZED EXPERIENCE/EDUCATION FOR GS-09: You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-07 grade level in the Federal service. Specialized experience for this position includes: experience with IRS functions, programs, policies, regulations, procedures, and operations to evaluate program plans and determine impact of changes on program goals.

Experience using cross-functional programs and their interrelationship with assigned program to conduct pre-selected reviews and studies/projects.
Experience using analytical and evaluative methods in order to assess and measure program operations effectiveness, identify gaps, consolidate findings and recommend alternatives.
Experience using technical methods and practices such as program analysis, process analysis, management reporting procedures and available system capabilities to resolve operating problems and provide statistical data or other management information reports.
Experience recognizing tax issues that impact assigned programs in order to make recommendations; and experience using oral and written communications to exchange information, to prepare reports, explaining program differences and recommending improvements and/or corrective action.
ORYou may substitute education for specialized experience as follows: a master's or equivalent graduate degree in a related field of study.
ORTwo (2) full academic years of graduate level education leading to a master's or equivalent degree in a related field of study. OR LL.B. or J.D., if related.
ORA combination of education and experience as described above.

SPECIALIZED EXPERIENCE/EDUCATION FOR GS-11:You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-09 grade level in the Federal service. Specialized experience for this position includes experience with IRS functions, programs, policies, regulations, procedures, and operations to evaluate program plans and determine impact of changes on program goals.
Experience using cross-functional programs and their interrelationship with assigned program to conduct reviews of studies/projects.
Experience using analytical and evaluative methods in order to assess and measure effectiveness of program operations, identify gaps or conflicts in program information, consolidate findings and recommend alternatives;
Experience recognizing significant tax issues and enforcement changes that impact assigned programs in order to recommend changes in implementing regulations.
Experience using program and process analysis, management reporting procedures and available system capabilities to resolve operating problems, and providing statistical data or other management information reports.
experience in oral and written communications to conduct briefings, prepare reports, document findings and, disseminate procedural and regulatory information.

ORYou may substitute education for specialized experience as follows: a Ph.D. or equivalent doctoral degree.
ORthree (3) full academic years of progressively higher-level graduate education leading to a doctoral degree or equivalent in a related field of study from an accredited college or university.
ORLL.M., if related.
ORA combination of education and experience as described above.

AND

MEET TIME IN GRADE (TIG) REQUIREMENT: You must meet applicable TIG requirements to be considered eligible. To meet TIG for positions above the GS-05 grade level, you must have served at least one year (52 weeks) at the next lower grade (or equivalent) in the normal line of progression for the position you are applying to. Advancement to positions up to GS-05 is permitted if the position to be filled is no more than two grades above the lowest grade held within the preceding 52 weeks.

AND

TIME AFTER COMPETITIVE APPOINTMENT: By the closing date (or if this is an open continuous announcement, by the cut-off date) specified in this job announcement, current civilian employees must have completed at least 90 days of federal civilian service since their latest non-temporary appointment from a competitive referral certificate, known as time after competitive appointment. For this requirement, a competitive appointment is one where you applied to and were appointed from an announcement open to ""All US Citizens"".


For more information on qualifications please refer to OPM's Qualifications Standards."
816456900,2024-12-08,Data Analyst,https://www.usajobs.gov/job/816456900,BUDGET ANALYST,Department of Defense,GS 14 - 15,No,Yes—as determined by the agency policy.,Not required,Yes—PCS expenses may be authorized in accordance with regulatory requirements.,Permanent,Full-time,Competitive,15,No,Top Secret,Yes,139395,191900,"Qualifications
In accordance with Department of Defense (DoD) Instruction 1300.26, ""DoD Financial Management Certification Program (DFMCP)"", this position requires a Level 3 Certification at the GS-14/15 grade level. If not already assigned certification at this level, the incumbent of this position must obtain this certification within two (2) years of entry on duty into this FM position. Once certified, the incumbent must meet the continuing education training requirement as outlined in DoDI 1300.26. FM workforce members may also present and maintain one of the following five professional certifications to meet any of the three DFMCP certification levels: (1) Certified Defense Financial Manager (CDFM) (Continuing education required: 80 hours every 2 years); (2) Certified Government Financial Manager (CGFM) (Continuing education required: 80 hours every 2 years); (3) Certified Information Systems Auditor (CISA) (Continuing education required: 120 hours every 3 years); (4) Certified Management Accountant (CMA) (Continuing education required: 30 hours every year); (5) Certified Public Accountant (CPA) (Continuing education required: 120 hours every 3 years). To satisfy the DFMCP certification requirement using one of the five professional certifications listed above, FM workforce members must be in an active and current status.

Time in Grade:
For entry at the GS-14 level, status applicants must have served 52 weeks as a GS-13 or higher grade in the Federal Service.
For entry at the GS-15 level, status applicants must have served 52 weeks as a GS-14 or higher grade in the Federal Service.

Specialized Experience:
For the GS-14, you must have at least one year of specialized experience equivalent in level of difficulty and responsibility to the GS-13 grade level in the Federal service, or comparable in difficulty and responsibility to GS-13 if outside the Federal service.

Specialized experience is defined as: experience with resource allocation or preparing long term budget forecasts; applying policy guidance to determine the effects on budget programs; and financial experience working in one or more of the following areas: (1) Military Personnel, (2) Operation and Maintenance, (3) Acquisition (Procurement and RDT&E), (4) Military Construction, or (5) Family Housing.

For the GS-15, you must have at least one year of specialized experience equivalent in level of difficulty and responsibility to the GS-14 grade level in the Federal service, or comparable in difficulty and responsibility to GS-14 if outside the Federal service.

Specialized experience is defined as: experience with resource allocation or preparing long term budget forecasts; applying policy guidance to determine the effects on budget programs; formulating and recommending budget requirements based on established policies and concepts; and financial experience working in one or more of the following areas: (1) Military Personnel, (2) Operation and Maintenance, (3) Acquisition (Procurement and RDT&E), (4) Military Construction, or (5) Family Housing.

In addition to meeting the specialized experience requirements, qualified applicants must also possess the quality of experience as it relates to how closely or to what extent an applicant's background, recency of experience, education, and training are relevant to the duties and responsibilities of the announced position. Candidates must clearly demonstrate the possession of competencies necessary to successfully perform the work of the position at the appropriate level to be qualified for the position. Applicants must describe how their experience meets the competencies within the body of the resume. No separate statements addressing competencies are required.

Competencies: Budget Execution and Concepts, Policies, and Principles of Budget

Qualification and time-in-grade requirements must be met at the closing date of this announcement."
821387000,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821387000,BUDGET ANALYST,Department of Defense,GS 13 - 14,No,"Yes—This position is an in-person position at facilities located at Ft. Belvoir, Virginia. This position may be eligible for limited, situational telework subject to supervisory approval and not to exceed current Agency guidelines. This position is not eligible for remote telework.",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,14,No,Secret,Yes,117962,181216,"Qualifications
You may qualify at the GS-13, if you fulfill the following qualifications:

One year of specialized experience equivalent to the GS-12 grade level in the Federal service:
Expert knowledge of the DoD PPBE process, specifically procedures and processes to develop, defend and execute civilian manpower management requirements;
High degree of skill in the application of methods and techniques for analyzing complex civilian manpower issues, strategic workforce plans, and funding on the accomplishment of Agency missions, and;
Expert knowledge of the legislation, regulations, and methods used in the PPBE process.

You may qualify at the GS-14, if you fulfill the following qualifications:

One year of specialized experience equivalent to the GS-13 grade level in the Federal service:
Expert knowledge of the DoD PPBE process, specifically procedures and processes to develop, defend and execute civilian manpower management requirements;
Expert knowledge in the application of methods and techniques for analyzing complex civilian manpower issues, strategic workforce plans, and funding on the accomplishment of Agency missions;
Expert knowledge of, and skill in interpreting and explaining budgetary and civilian manpower laws, regulations, policy guidance, instructions, and directives from the Congress, General Accounting Office, Office of Management and Budget, and DoD, and;
Ability to communicate both orally and in writing in order to prepare and provide briefings effectively to Senior Leaders within the Department of Defense to include the Office of the Under Secretary of Defense (Comptroller) and Office of the Under Secretary of Acquisition and Sustainment, and OSD Staff elements.
Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.
"
821996800,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821996800,Budget Analyst,Department of the Army,GS 12,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel up to 10% for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,99200,128956,"Qualifications
Who May Apply: US Citizens

In order to qualify, you must meet the experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.

Specialized Experience: One year of specialized experience which includes analyzing budget and/or financial program data to develop annual and multi-year budget estimates for assigned programs and activities; identifying changes in budgetary and/or financial policies that affect the accomplishment of program objectives; recommending ways to improve the utilization of funds and meet future budget needs; and submitting financial reports and transactions through automated systems, such as: GFEBS, GCSS-A, G-Invoice. This definition of specialized experience is typical of work performed at the next lower grade/level position in the federal service (GS-11)."
822430400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822430400,Budget Analyst,Department of Homeland Security,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - Occasional Travel,No,Permanent,Full-time,Competitive,None,No,Not Required,Yes,139395,181216,"Qualifications
Please limit your resume to 5 pages. If more than 5 pages are submitted, only the first 5 pages will be reviewed to determine your eligibility/qualifications.

IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE.

Do notcopy and paste the duties, specialized experience, or occupational assessment questionnaire from this announcement into your resume as that will not be considered a demonstration of your qualifications for this position.

You qualify for the GS-14 grade level if you possess one (1) year of specialized experience at the GS-13 grade level or equivalent performing duties such as:
Developing and rendering authoritative interpretations of the budget laws and regulations.
Knowledge of the budget execution processes policies, directives, procedures, and regulations.
Developing apportionments and allocating funds based on fiscal policies.
Applying policies and procedures for assessing Interagency Agreements (IAA).
Performs a variety of administrative and analytical duties for the review, justification, and present execution budget briefings to senior officials.
Qualification requirements must be met by the closing date of this announcement. Qualification claims will be subject to verification.

National Service Experience (i.e., volunteer experience):Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Current or Former Political Appointees:The Office of Personnel Management (OPM) must authorize employment offers made to current or former political appointees. If you are currently, or have been within the last 5 years, a political Schedule A, Schedule C, Non-career SES or Presidential Appointee employee in the Executive Branch, you must disclose this information to the Human Resources Office.

The Department of Homeland Security encourages persons with disabilities to apply, to include persons with intellectual, severe physical or psychiatric disabilities, as defined by 5 CFR 213.3102(u), and/or Disabled Veterans with a compensable service-connected disability of 30 percent or more as defined by 5 CFR 315.707.Veterans,Peace Corps,VISTA volunteers, andpersons with disabilitiespossess a wealth of unique talents, experiences, and competencies that can be invaluable to the DHS mission. If you are a member of one of these groups, you may not have to compete with the public for federal jobs. To determine your eligibility for non-competitive appointment and to understand the required documentation, click on the links above or contact the Servicing Human Resources Office listed at the bottom of this announcement."
817664400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/817664400,PROGRAM ANALYST,Department of the Navy,GS 7 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Secret,No,55836,88786,"Qualifications
Applicants must meet the following positive education qualifications requirement per the individual, single agency qualification standard for Department of Defense positions: Applicants must possess, or be in possession of before hiring date, a bachelor's degree from an accredited educational institution authorized to grant baccalaureate degrees.

GS-07: Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-05 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: monitoring contractor requirements and completing required contractor paperwork.

GS-09: Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-07 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: 1) applying contracting regulations, contract law and legal precedents; 2) compiling/evaluating price and/or cost data for a variety of pre-award and/or post-award activities; and 3) performing tasks in support of contract administration.

Additional qualification information can be found from the following Office of Personnel Management website: http://www.opm.gov/qualifications/Standards/group-stds/gs-admin.asp
http://www.secnav.navy.mil/donhr/Documents/CivilianJobs/DoD_Qualification_Standard_For_GS-1102.pdf

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
820626700,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820626700,PROGRAM ANALYST,Department of the Army,GS 9,No,No,Not required,No,Permanent,Full-time,Excepted,None,No,Secret,No,59966,77955,"Qualifications
GENERAL EXPERIENCE: Must possess experience, education, or training in administrative, professional, investigative, technical or other responsible work which demonstrates analytical ability and a practical and theoretical knowledge of the functions, processes and principles of management and experience using computer and automation systems.

SPECIALIZED EXPERIENCE: Must possess at least One (1) year of specialized experiences at the GS-07 level; AND/OR at least Twenty-Four (24) months experience which has provided a working knowledge of the National Guard organizational structures, functions, procedures, and techniques, experience analyzing, interpreting and developing policies and procedures of local management.


CONDITIONS OF EMPLOYMENT & NOTES:

1. Must be able to obtain and maintain the appropriate security clearance of the position. 2. This position is covered by the Domestic Violence Misdemeanor Amendment (30 Sep 96) of the Gun Control Act (Lautenberg Amendment) of 1968. An individual convicted of a qualifying crime of domestic violence may not perform the duties of this position. 3. Ability to establish effective professional working relationships with coworkers and customers, contributing to a cooperative working environment and successful accomplishment of the mission. *4. Irregular and/or overtime (compensatory) hours may be required to support operational requirements or contingencies or may be required to work hours outside of the normal duty day. 5. The duties and responsibilities of your job may significantly impact the environment. You are responsible to maintain awareness of your environmental responsibilities as dictated by legal and regulatory requirements, your organization, and its changing mission. 6. This is a Financial Management Level Certified position IAW the National Defense Authorization Act (NDAA) 2012, Public Law 112-81, Subtitle F-Financial Management, Section 1599d. Incumbent shall comply with the requirements of this certification program."
821453300,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821453300,PROGRAM ANALYST,Department of the Navy,GS 11,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,None,No,Secret,No,84366,109673,"Qualifications
GS-11
Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-09) grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: analyzing and evaluating organizational manpower requirements by utilizing program analysis techniques for identifying manning and personnel issues in order to recommend productivity and efficiency improvements.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
821747500,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821747500,PROGRAM ANALYST,Department of the Navy,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Sensitive Compartmented Information,Yes,139395,181216,"Qualifications
Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: Providing oversight to branch personnel in determining and recommending courses of action to be taken with regard to all Tactical Aviation (TACAIR) materiel and non-materiel capabilities development.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0300/management-and-program-analysis-series-0343/

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
822018100,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822018100,Program Analyst,Department of Veterans Affairs,GS 9,No,"Yes—Ad-hoc, upon supervisor discretion",Not required,No,Permanent,Full-time,Competitive,11,No,Not Required,No,69154,89900,"Qualifications
To qualify for this position, applicants must meet all requirements by the closing date of this announcement, 12/10/2024.

Time-In-Grade Requirement: Applicants who are current Federal employees and have held a GS grade any time in the past 52 weeks must also meet time-in-grade requirements by the closing date of this announcement. For a GS-09 position you must have served 52 weeks at the GS-07. The grade may have been in any occupation, but must have been held in the Federal service. An SF-50 that shows your time-in-grade eligibility must be submitted with your application materials. If the most recent SF-50 has an effective date within the past year, it may not clearly demonstrate you possess one-year time-in-grade, as required by the announcement. In this instance, you must provide an additional SF-50 that clearly demonstrates one-year time-in-grade.Note:Time-In-Grade requirements also apply to former Federal employees applying for reinstatement as well as current employees applying for Veterans Employment Opportunities Act of 1998 (VEOA) appointment.

You may qualify based on your experience and/or education as described below:
Specialized Experience: You must have one year of specialized experience equivalent to at least the next lower grade GS-07 in the normal line of progression for the occupation in the organization. Examples of specialized experience would typically include, but are not limited to: experience providing data analysis and reporting; experience in project management. Note: This experience must experience must be fully documented on your resume and must include job title, duties, month and year start/end dates AND hours worked per week. OR,
Education: Applicants may substitute education for the required experience. To qualify based on education for this grade level you must have completed a master's or equivalent graduate degree, or two (2) full years of progressively higher-level graduate education leading to such a degree, or an LL.B. or J.D. in a field related to this position that demonstrates the knowledge, skills, and abilities necessary to do the work of this position. NOTE: Transcripts (unofficial or official) must be submitted with your application materials. Education cannot be credited without documentation. OR,
Combination: Applicants may also combine education and experience to qualify at this level. You must have a combination of successfully completed graduate level education in excess of the first year or 18 semester hours and specialized experience to meet total experience requirements. NOTE: Transcripts (unofficial or official) must be submitted with your application materials. Education cannot be credited without documentation. Experience must be clearly indicated in your resume.
You will be rated on the following Competencies for this position:

Administration and Management
Analytical Reasoning
Knowledge Management
Oral Communication


Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Note:A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.

Physical Requirements:No unusual physical exertion is required. The work is primarily performed in an adequately lighted and climate-controlled office requiring no special physical demands.

For more information on these qualification standards, please visit the United States Office of Personnel Management's website athttps://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/."
822357400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822357400,Program Analyst,Department of Homeland Security,SV H,No,No,Not required,No,Permanent,Full-time,Excepted,None,No,Secret,No,86962,113047,"Qualifications
To qualify for the SV-H Pay Band (equivalent to GS-12), you must have one year of specialized experience at the SV-G or GS-11 in the Federal service or equivalent experience in the private sector. Specialized experience is defined as experience that has equipped you with the knowledge, skills and abilities to successfully perform the duties of the position. Specialized experience is defined as:
Providing operational direction and analysis of productivity;
Interpreting regulations and guidelines affecting airport security; and
Developing strategic plans and policy modification
Credit for experience is given based on a 40-hour workweek. Part-time experience is credited on a part-time ratio, i.e., working 20 hours per week for two months equals one month of experience. No additional credit is given for overtime.

National Service Experience (i.e., volunteer experience): Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

The Office of Personnel Management (OPM) must authorize employment offers made to current or former political appointees. If you are currently, or have been within the last 5 years, a political Schedule A, Schedule C, Non-career SES or Presidential Appointee employee in the Executive Branch, you must disclose this information to the Human Resources Office.

Resumes must include the following:
Narrative description of duties with start and end dates (including the month and year) for work experience.
State the number of hours worked in a position (i.e. full-time or part-time). If part-time, state the total number of hours worked per week.
Performance level (i.e. band or grade)
You must meet the qualification requirements for this position no later than the closing date of the vacancy announcement."
822154900,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822154900,Business Analyst,Department of Defense,GS 9 - 11,No,"Yes—as determined by the agency policy. DLA telework-eligible positions require at least 60% in office time (Tuesday, Wednesday, and Thursday each week). For those eligible and with supervisory approval, regular and recurring telework may be requested Monday and/or Friday only",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,11,No,Other,No,59966,94317,"Qualifications
To qualify for a Business Analyst, your resume and supporting documentation must support:

A. Specialized Experience: One year of specialized experience that equipped you with the particular competencies to successfully perform the duties of the position, and is directly in or related to this position. To qualify for the GS-09 grade level, specialized experience must be at the GS-07 grade level or equivalent under other pay systems in the Federal service, military or private sector. To qualify for the GS-11 grade level, specialized experience must be at the GS-09 grade level or equivalent under other pay systems in the Federal service, military or private sector. Applicants must meet eligibility requirements including time-in-grade (General Schedule (GS) positions only), time-after-competitive appointment, minimum qualifications, and any other regulatory requirements by the cut-off/closing date of the announcement. Creditable specialized experience includes:
GS-09 Qualifications: Experience serving as a budget facilitator ensuring the budget meets the requirements of their organization; identifying valuation changes and coordinating with the appropriate financial analyst(s) to ensure appropriate actions are taken to research substantial changes in inventory values; applying pricing rules and ensures they comply with the overall pricing methodology that has been established by higher level authorities.
GS-11 Qualifications: Experience serving as a primary expert budget facilitator ensuring the budget meets the requirements of their organization or functional area. Experience identifying valuation discrepancies and changes and coordinates with the appropriate financial analyst(s) to ensure appropriate actions are taken to investigate/resolve/research substantial changes in inventory values. Experience applying pricing rules and ensures they comply with the overall pricing methodology that has been established by higher level authorities (the financial analyst). Experience analyzing, consolidating, and communicating financial performance results and financial/business performance recommendations to management.
B. Education Substitution: Such education must demonstrate the knowledge, skills, and abilities necessary to do the work. Education must be from a college or university accredited by an organization approved by the U.S. Department of Education. See http://ope.ed.gov/accreditaUon/Search.aspx. If using education to meet basic qualifications, YOU MUST SUBMIT A TRANSCRIPT as supplemental documentation. To qualify based on education in lieu of specialized experience, you must possess:
GS-09 Qualifications: A successfully completed master's degree or equivalent graduate degree OR 2 full years of progressively higher level graduate education leading to such a degree, or LLB. or J.D., if related.
GS-11 Qualifications: PH.D. or Equivalent Doctoral Degree or 3 full years of progressively higher level graduate education leading to a PH.D. OR equivalent doctoral degree.
C. Combination: Combinations of successfully completed post-high school education and experience may be used to meet total qualification requirements for grade levels GS-09 and GS-11, and may be computed by first determining the applicant's total qualifying experience as a percentage of the experience required for the grade level; then determining the applicant's education as a percentage of the education required for the grade level; and then adding the two percentages. The total percentages must equal at least 100 percent to qualify an applicant for that grade level. Only graduate education in excess of the amount required for the next lower grade level may be used to qualify applicants for positions at grades GS-09 and GS-11

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.
"
